"Lat","Long","Month","Day","Year","Chlorophyll a, total","Divinyl chlorophyll a","Chlorophyll b","Divinyl chlorophyll b","19-Hexanoyloxyfucoxanthin","19-Butanoyloxyfucoxanthin","Fucoxanthin","Peridinin","Alloxanthin","Zeaxanthin"
"-2.376","-87.398","9","8","2000","0.49358","0.07569276265","0.08095087938","NaN","0.173026677","0.05272491829","0.09837294942","0.01739284047","0","0.03432448249"
"-2.781","-86.776","9","8","2000","0.65965","0.01194375849","0.0372621283","NaN","0.3471884377","0.05345320755","0.1017889811","0","0","0.01430323019"
"-2.846","-86.678","9","8","2000","0.78031","0.005790656604","0.04643162264","NaN","0.4595121057","0.05985269434","0.1160069887","0.02952901132","0","0.01351326792"
"-2.905","-86.590","9","8","2000","0.84893","0.001743254795","0.04907993425","NaN","0.4350458301","0.06316714521","0.1364461808","0.03842294795","0","0.01894500822"
"-2.967","-86.445","9","8","2000","0.85242","0.01252344371","0.04693875497","NaN","0.4229531656","0.06218278146","0.1335649272","0.03305049007","0","0.01867941722"
"-3.039","-86.387","9","8","2000","0.70640","0.01217692075","0.0469197283","NaN","0.3598952604","0.0528138566","0.105489283","0.02926849811","0","0.01672338113"
"-3.095","-86.303","9","8","2000","0.51293","0.04349565283","0.03989510943","NaN","0.2729134642","0.0416013283","0.07994350189","0.02543936604","0","0.01061873208"
"-3.159","-86.206","9","8","2000","0.65947","0.006076890566","0.05355536604","NaN","0.3265574038","0.05348984151","0.09028895094","0.02598597736","0","0.01467083774"
"-3.228","-86.103","9","8","2000","0.49347","0.002682792453","0.05812156981","NaN","0.1761077434","0.05373011321","0.07091261887","0.02497430943","0","0.01523284528"
"-3.293","-86.006","9","8","2000","0.56321","0.01449350943","0.07359201509","NaN","0.1853315774","0.06436700377","0.07717430943","0","0","0.01248036226"
"-3.355","-85.912","9","8","2000","0.26775","0.005847248372","0.03413670698","NaN","0.08008315535","0.03197757767","0.03921472744","0.01007785674","0","0.006247300465"
"-3.420","-85.814","9","8","2000","0.24726","0.005238228837","0.02819089116","NaN","0.07768295442","0.02104882605","0.02890501953","0.008954946977","0","0.007101611163"
"-3.483","-85.719","9","8","2000","0.33779","0","0.09577252465","NaN","0.1282701767","0.07706192372","0.06540410791","0.01482300279","0","0.009648736744"
"-3.055","-85.611","9","9","2000","0.34913","0","0.08893565023","NaN","0.1401507795","0.07988501581","0.07443386791","0.01493534512","0","0.01150997581"
"-3.615","-85.520","9","9","2000","0.33648","0","0.0871591814","NaN","0.1320123237","0.08419019163","0.08574668651","0.01148615442","0","0.009423806512"
"-3.681","-85.421","9","9","2000","0.30142","0","0.08098879256","NaN","0.1174539014","0.07574406698","0.07956906419","0.01832010419","0","0.00907008"
"-3.747","-85.322","9","9","2000","0.19547","0.001339222326","0.04116274605","NaN","0.08600293953","0.05281455628","0.05429400558","0.00804500093","0","0.007865815814"
"-4.054","-84.860","9","9","2000","0.45704","0.16881408","0.009967992558","NaN","0.1197853395","0.0525416707","0.04481005395","0.01585908837","0","0.07289820279"
"-4.115","-84.767","9","9","2000","0.48976","0.2273327442","0.06174467721","NaN","0.1291898121","0.05169970605","0.04037833674","0.01276257488","0","0.06308769488"
"-4.178","-84.672","9","9","2000","0.34440","0.1847058393","0.06230564486","NaN","0.118497271","0.04863078879","0.03312906168","0.01324254206","0","0.09017362243"
"-4.234","-84.588","9","9","2000","0.26704","0.1624876411","0.05639528972","NaN","0.09907865421","0.04234881495","0.02763642617","0.008900216822","0","0.08240788037"
"-4.294","-84.498","9","9","2000","0.38446","0.2120511405","0.05620411535","NaN","0.1104646549","0.04604959256","0.02730853953","0.009640989767","0","0.07436209116"
"-4.367","-84.388","9","9","2000","0.36530","0.2215120074","0.05710146977","NaN","0.1149603572","0.04915820651","0.0263278214","0.01107996279","0","0.08155724651"
